,Posted on,Title,Link,Neighborhood,Price
34,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7383772347"" href=""https://losangeles.craigslist.org/sgv/reb/d/arcadia-quick-closing-hard-money-loans/7383772347.html"" id=""postid_7383772347"">Quick Closing Hard Money Loans</a>",https://losangeles.craigslist.org/sgv/reb/d/arcadia-quick-closing-hard-money-loans/7383772347.html, ( san gabriel valley ),
35,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7390157645"" href=""https://losangeles.craigslist.org/ant/reo/d/california-city-mobile-home-land-for/7390157645.html"" id=""postid_7390157645"">MOBILE HOME LAND FOR SALE. ALL UTILITIES PRESENT. NO SPACE RENT</a>",https://losangeles.craigslist.org/ant/reo/d/california-city-mobile-home-land-for/7390157645.html, (California City antelope valley ),12000.0
36,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7385068985"" href=""https://losangeles.craigslist.org/ant/reb/d/lancaster-house-for-sale-bed-bath-with/7385068985.html"" id=""postid_7385068985"">House for sale 5 Bed, 4 Bath with ADU/ Guest House in Rosamond</a>",https://losangeles.craigslist.org/ant/reb/d/lancaster-house-for-sale-bed-bath-with/7385068985.html, (California City Mojave Antelope Valley Lancaster Palmdale antelope valley ),385000.0
37,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7385639712"" href=""https://losangeles.craigslist.org/ant/reo/d/lancaster-beautiful-house-for-sale-in/7385639712.html"" id=""postid_7385639712"">Beautiful House for Sale in Rosamond on Quite Street, Large Lot</a>",https://losangeles.craigslist.org/ant/reo/d/lancaster-beautiful-house-for-sale-in/7385639712.html, (California City Mojave Antelope Valley Lancaster Palmdale antelope valley ),265000.0
38,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7390020797"" href=""https://losangeles.craigslist.org/wst/apa/d/los-angeles-all-classic-bedrooms/7390020797.html"" id=""postid_7390020797"">ALL CLASSIC 1 Bedrooms w/ fitness center, 3 pools, spa, and more!</a>",https://losangeles.craigslist.org/wst/apa/d/los-angeles-all-classic-bedrooms/7390020797.html," (6300 Green Valley Circle, Culver City, CA westside-southbay-310 )",2456.0
39,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7391897998"" href=""https://losangeles.craigslist.org/sfv/apa/d/pasadena-apply-today-and-take-advantage/7391897998.html"" id=""postid_7391897998"">Apply Today and Take Advantage of Huge Savings!</a>",https://losangeles.craigslist.org/sfv/apa/d/pasadena-apply-today-and-take-advantage/7391897998.html, (Pasadena san fernando valley ),2795.0
40,2021-10-09 13:19,"<a class=""result-title hdrlnk"" data-id=""7390983392"" href=""https://losangeles.craigslist.org/wst/apa/d/west-hollywood-your-oasis-awaits-koi/7390983392.html"" id=""postid_7390983392"">Your OASIS awaits, Koi pond view! 24Hr Gym/heated pool/laundry onsite!</a>",https://losangeles.craigslist.org/wst/apa/d/west-hollywood-your-oasis-awaits-koi/7390983392.html," (840 Larrabee Street, West Hollywood, CA westside-southbay-310 )",2799.0
41,2021-10-09 13:18,"<a class=""result-title hdrlnk"" data-id=""7388632480"" href=""https://losangeles.craigslist.org/ant/apa/d/canyon-country-cable-ready-dishwasher/7388632480.html"" id=""postid_7388632480"">Cable Ready, Dishwasher, Color Co-ordinated Carpet and Blinds</a>",https://losangeles.craigslist.org/ant/apa/d/canyon-country-cable-ready-dishwasher/7388632480.html, ( antelope valley ),3410.0
42,2021-10-09 13:18,"<a class=""result-title hdrlnk"" data-id=""7391906721"" href=""https://losangeles.craigslist.org/sfv/apa/d/northridge-beautiful-apartment-includes/7391906721.html"" id=""postid_7391906721"">Beautiful Apartment, Includes Washer/Dryer and Appliance Package</a>",https://losangeles.craigslist.org/sfv/apa/d/northridge-beautiful-apartment-includes/7391906721.html," (Northridge, CA san fernando valley )",2069.0
43,2021-10-09 13:18,"<a class=""result-title hdrlnk"" data-id=""7391906723"" href=""https://losangeles.craigslist.org/wst/apa/d/carson-home-you-will-fall-in-love-with/7391906723.html"" id=""postid_7391906723"">A Home You Will FALL in Love With!</a>",https://losangeles.craigslist.org/wst/apa/d/carson-home-you-will-fall-in-love-with/7391906723.html, ( westside-southbay-310 ),2875.0
44,2021-10-09 13:17,"<a class=""result-title hdrlnk"" data-id=""7391906021"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-bedroom-bath/7391906021.html"" id=""postid_7391906021"">Gorgeous 2 Bedroom 2 Bath Apartment</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-bedroom-bath/7391906021.html, (Beverly Hills central LA 213/323 ),3895.0
45,2021-10-09 13:17,"<a class=""result-title hdrlnk"" data-id=""7380386451"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-dual-master-bedrooms/7380386451.html"" id=""postid_7380386451"">2 Bed - Dual Master Bedrooms, Walk-in Closets &amp; Washer/Dryer!</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-dual-master-bedrooms/7380386451.html," (909 W. Temple St., Los Angeles, CA central LA 213/323 )",3210.0
46,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7391905916"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-best-kept-secret-great/7391905916.html"" id=""postid_7391905916"">Best Kept Secret! Great Price On This Spacious Wonderful 1 bedroom</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-best-kept-secret-great/7391905916.html, (Studio City san fernando valley ),2095.0
47,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7391905905"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-2b2b-prime-location/7391905905.html"" id=""postid_7391905905"">2B2B Prime Location &amp; Recently Renovated.</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-2b2b-prime-location/7391905905.html, (Hollywood central LA 213/323 ),2873.0
48,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7390964548"" href=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-patio-balcony-fire-pit-area/7390964548.html"" id=""postid_7390964548"">Patio/Balcony, Fire Pit Area, Recycling</a>",https://losangeles.craigslist.org/lac/apa/d/los-angeles-patio-balcony-fire-pit-area/7390964548.html, ( central LA 213/323 ),2615.0
49,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7390919150"" href=""https://losangeles.craigslist.org/wst/apa/d/santa-monica-rooftop-resident-deck/7390919150.html"" id=""postid_7390919150"">Rooftop Resident Deck, Spacious Bathroom Spaces, Cable/Internet Ready</a>",https://losangeles.craigslist.org/wst/apa/d/santa-monica-rooftop-resident-deck/7390919150.html," (1410 5th Street, Santa Monica, CA westside-southbay-310 )",4499.0
50,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7391874174"" href=""https://losangeles.craigslist.org/sfv/roo/d/los-angeles-nice-home-for-female/7391874174.html"" id=""postid_7391874174"">Nice home for female companion.  Fresh start</a>",https://losangeles.craigslist.org/sfv/roo/d/los-angeles-nice-home-for-female/7391874174.html, (Los Angeles san fernando valley ),
51,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7388333746"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-handicap-accessible/7388333746.html"" id=""postid_7388333746"">Handicap Accessible, DirecTV available, Gated access</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-handicap-accessible/7388333746.html, ( san fernando valley ),2809.0
52,2021-10-09 13:16,"<a class=""result-title hdrlnk"" data-id=""7390004483"" href=""https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-great-living-is-just/7390004483.html"" id=""postid_7390004483"">Great Living Is Just Around The Corner!!  Lovely 3rd Floor 2+2</a>",https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-great-living-is-just/7390004483.html, (Woodland Hills san fernando valley ),2580.0
53,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7391905431"" href=""https://losangeles.craigslist.org/wst/apa/d/los-angeles-gray-quartz-countertops/7391905431.html"" id=""postid_7391905431"">Gray Quartz Countertops, Tennis Court, Stainless Steel Appliances</a>",https://losangeles.craigslist.org/wst/apa/d/los-angeles-gray-quartz-countertops/7391905431.html, (Los Angeles westside-southbay-310 ),2562.0
54,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7391905423"" href=""https://losangeles.craigslist.org/lac/apa/d/glendale-steps-to-public-transportation/7391905423.html"" id=""postid_7391905423"">Steps to public transportation, Air conditioning, Vaulted ceilings</a>",https://losangeles.craigslist.org/lac/apa/d/glendale-steps-to-public-transportation/7391905423.html," (3205 Los Feliz Boulevard, Los Angeles, CA central LA 213/323 )",1962.0
55,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7386738154"" href=""https://losangeles.craigslist.org/sfv/apa/d/northridge-enhance-your-lifecommunity/7386738154.html"" id=""postid_7386738154"">Enhance Your LifeCommunity Perks, Convenience, Apartment Amenities</a>",https://losangeles.craigslist.org/sfv/apa/d/northridge-enhance-your-lifecommunity/7386738154.html," (17171 West Roscoe Boulevard, Los Angeles, CA san fernando valley )",1755.0
56,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7391905333"" href=""https://losangeles.craigslist.org/wst/apa/d/los-angeles-fully-renovated-bedroom-by/7391905333.html"" id=""postid_7391905333"">Fully renovated 1 bedroom by LAX - **APPLY TODAY**</a>",https://losangeles.craigslist.org/wst/apa/d/los-angeles-fully-renovated-bedroom-by/7391905333.html," (Westchester, LAX, Culver City, Los Angeles, Playa Vista westside-southbay-310 )",2390.0
57,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7391898669"" href=""https://losangeles.craigslist.org/wst/prk/d/check-out-our-great-move-in-specials/7391898669.html"" id=""postid_7391898669"">Check Out Our Great Move-In Specials!!!</a>",https://losangeles.craigslist.org/wst/prk/d/check-out-our-great-move-in-specials/7391898669.html," (Hawthorne,South Bay,Manhattan Beach westside-southbay-310 )",0.0
58,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7391905144"" href=""https://losangeles.craigslist.org/wst/prk/d/torrance-free-move-in-truck-use-with/7391905144.html"" id=""postid_7391905144"">Free Move-in Truck Use with New Rentals(Select size units)</a>",https://losangeles.craigslist.org/wst/prk/d/torrance-free-move-in-truck-use-with/7391905144.html, (Torrance westside-southbay-310 ),0.0
59,2021-10-09 13:15,"<a class=""result-title hdrlnk"" data-id=""7389940532"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-wake-up-in-your-new-home/7389940532.html"" id=""postid_7389940532"">Wake Up In Your New Home</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-wake-up-in-your-new-home/7389940532.html, ( san fernando valley ),3125.0
60,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7385277663"" href=""https://losangeles.craigslist.org/sgv/apa/d/monterey-park-special-monterey-park-bed/7385277663.html"" id=""postid_7385277663"">SPECIAL MONTEREY PARK 4 BED- 4 BATH HOME</a>",https://losangeles.craigslist.org/sgv/apa/d/monterey-park-special-monterey-park-bed/7385277663.html, (Monterey Park san gabriel valley ),2800.0
61,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7391904941"" href=""https://losangeles.craigslist.org/wst/prk/d/torrance-call-to-reserve-unit-today/7391904941.html"" id=""postid_7391904941"">Call to Reserve A Unit Today! Best Deals in Town!</a>",https://losangeles.craigslist.org/wst/prk/d/torrance-call-to-reserve-unit-today/7391904941.html, (Torrance westside-southbay-310 ),0.0
62,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7390037539"" href=""https://losangeles.craigslist.org/sgv/apa/d/alhambra-condo-apartment-one-room-for/7390037539.html"" id=""postid_7390037539"">A condo apartment one room for rent private bedroom share bathroom</a>",https://losangeles.craigslist.org/sgv/apa/d/alhambra-condo-apartment-one-room-for/7390037539.html, (alhambra san gabriel valley ),850.0
63,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7391885860"" href=""https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-month-free-on-us-move-in/7391885860.html"" id=""postid_7391885860"">1 Month Free on Us! Move in Ready, In Home Washer, Parking Included</a>",https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-month-free-on-us-move-in/7391885860.html, (Marina Del Rey westside-southbay-310 ),5370.0
64,2021-10-09 13:14,"<a class=""result-title hdrlnk"" data-id=""7390659040"" href=""https://losangeles.craigslist.org/wst/roo/d/topanga-topanga-mountain-sanctuary/7390659040.html"" id=""postid_7390659040"">Topanga Mountain Sanctuary</a>",https://losangeles.craigslist.org/wst/roo/d/topanga-topanga-mountain-sanctuary/7390659040.html, (TOPANGA westside-southbay-310 ),1800.0
65,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391888555"" href=""https://losangeles.craigslist.org/sgv/roo/d/rosemead-modern-room-rosemead-move-in/7391888555.html"" id=""postid_7391888555"">-&gt;&gt;❶ Modern Room! Rosemead - Move in Today</a>",https://losangeles.craigslist.org/sgv/roo/d/rosemead-modern-room-rosemead-move-in/7391888555.html, (Rosemead/San Gabriel san gabriel valley ),795.0
66,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391897386"" href=""https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-studio-apartment/7391897386.html"" id=""postid_7391897386"">Studio Apartment Located in North Hollywood</a>",https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-studio-apartment/7391897386.html, (Laundry On Site san fernando valley ),1596.0
67,2021-10-09 13:13,"<a class=""result-title hdrlnk"" data-id=""7391873428"" href=""https://losangeles.craigslist.org/ant/apa/d/lancaster-online-rental-payments/7391873428.html"" id=""postid_7391873428"">Online Rental Payments, Dishwasher, Garages Available</a>",https://losangeles.craigslist.org/ant/apa/d/lancaster-online-rental-payments/7391873428.html," (43519 Kirkland Avenue, Lancaster, CA antelope valley )",2444.0
